query_id,engine,source,title,url,start,city,region,country,is_virtual,price
12,luma,luma,Digital Privacy in the Age of LLMs,https://lu.ma/privacy-llm,2025-11-26T22:00:00+00:00,,,,TRUE,0.00
13,who,who,Global Health Briefing: Non-Communicable Diseases,https://www.who.int/webinars/global-health-briefing-ncd-nov-2025,2025-11-18T14:00:00+00:00,,,,TRUE,0.00
13,who,who,Webinar: The Future of Pandemic Preparedness,https://www.who.int/webinars/pandemic-preparedness-nov-2025,2025-11-25T12:00:00+00:00,,,,TRUE,0.00
13,who,who,Webinar: Global Vaccination Update,https://www.who.int/webinars/vax-update-nov-2025,2025-11-27T13:00:00+00:00,,,,TRUE,0.00
14,ted,tedx,TEDxTianjin Farragut School Youth,https://www.ted.com/tedx/events/65245,2025-11-10T00:00:00,Tianjin,Ti,CHN,FALSE,0.00
14,un,un,SDG Summit 2025: Mid-term Review,https://www.un.org/events/sdg-summit-2025,2025-11-12T15:00:00+00:00,New York,NY,USA,TRUE,0.00
14,un,un,UN Youth Envoy Townhall: Climate Action,https://www.un.org/events/youth-townhall-climate-nov-2025,2025-11-19T15:00:00+00:00,,,,TRUE,0.00
14,un,un,World Youth Forum on Climate Resilience,https://www.un.org/events/youth-forum-climate,2025-11-28T14:00:00+00:00,,,,TRUE,0.00
14,ted,tedx,TEDxJRSS Youth,https://www.ted.com/tedx/events/65251,,,,,,TRUE,0.00
14,ted,tedx,TEDxYouth@JNS,https://www.ted.com/tedx/events/65562,,,,,,TRUE,0.00
14,ted,tedx,TEDxTermez PS Youth,https://www.ted.com/tedx/events/65120,,,,,,TRUE,0.00
14,ted,tedx,TEDxEmmanuel College Youth,https://www.ted.com/tedx/events/64635,,,,,,TRUE,0.00
14,ted,tedx,TEDxWest Island School Youth,https://www.ted.com/tedx/events/64425,,,,,,TRUE,0.00
15,ted,tedx,TEDxIS Ulm Youth,https://www.ted.com/tedx/events/65065,,,,DE,TRUE,0.00
15,ted,tedx,TEDxBerlin: The Inclusive Future,https://www.ted.com/tedx/events/64001,2025-11-22T09:00:00+00:00,Berlin,,DE,FALSE,100.00
15,eventbrite,eventbrite,Inclusive Startups Pitch Night - Lisbon,https://www.eventbrite.pt/e/inclusive-startups-lisbon-tickets-998877,2025-11-27T18:00:00+00:00,Lisbon,,PT,FALSE,5.00
15,ted,tedx,TEDxParis: L'innovation pour tous,https://www.ted.com/tedx/events/64002,2025-11-29T10:00:00+00:00,Paris,,FR,FALSE,80.00
16,luma,luma,AI/ML Community Conference (Free Virtual),https://lu.ma/aiml-community-conf,2025-11-16T14:00:00+00:00,,,,TRUE,0.00
16,luma,luma,GenAI Weekend: Free Virtual Conference & LLM Demos,https://lu.ma/genai-weekend-free,2025-11-15T17:00:00+00:00,,,,TRUE,0.00
17,eventbrite,eventbrite,Climathon 2025 (Hybrid Event),https://www.eventbrite.com/e/climathon-2025-tickets-992345,2025-11-21T17:00:00+00:00,Boston,MA,USA,TRUE,0.00
17,luma,luma,GreenBuild Hybrid Hackathon,https://lu.ma/greenbuild-hack,2025-11-28T16:00:00+00:00,London,,UK,TRUE,0.00
18,meetup,meetup,NYU Student Design Club: Ideation Workshop,https://www.meetup.com/nyu-design/events/311966778/,2025-11-14T18:00:00+00:00,New York,NY,USA,FALSE,0.00
18,luma,luma,Student Design Thinking Crash Course (Virtual),https://lu.ma/student-design-thinking,2025-11-19T22:00:00+00:00,,,,TRUE,0.00
18,meetup,meetup,UCLA Design Thinking 101 for Students,https://www.meetup.com/ucla-design/events/31197788,2025-11-20T21:00:00+00:00,Los Angeles,CA,USA,FALSE,0.00
18,eventbrite,eventbrite,Student Workshop: Intro to Design Thinking & UX,https://www.eventbrite.com/e/student-workshop-design-thinking-ux-tickets-989898989,2025-11-26T18:00:00+00:00,New York,NY,USA,FALSE,10.00
19,eventbrite,eventbrite,Social Impact Leaders Networking & Mentorship,https://www.eventbrite.com/e/social-impact-leaders-mentor-tickets-993456,2025-11-18T18:00:00+00:00,Washington,DC,USA,FALSE,25.00
19,luma,luma,Non-Profit Founders Meetup (with Mentors),https://lu.ma/non-profit-founders-mentor,2025-11-20T23:00:00+00:00,,,,TRUE,0.00
19,meetup,meetup,Mentors for Change: Social Impact Mixer,https://www.meetup.com/mentors-for-change/events/31198899,2025-11-25T19:00:00+00:00,New York,NY,USA,FALSE,10.00
20,meetup,meetup,2025 VRATE EXPO & Exhibitors Information,https://www.meetup.com/senior-healthcare-professionals/events/306521833/,2025-11-14T15:00:00+00:00,Phoenix,AZ,USA,FALSE,0.00
20,meetup,meetup,"Embracing Your Journey Expo the leading holistic, wellness & metaphysical event",https://www.meetup.com/purple-lotus-productions/events/311250792/,2025-11-15T17:00:00+00:00,Phoenix,AZ,USA,FALSE,0.00
20,luma,luma,Y Combinator Virtual Demo Day (W25),https://lu.ma/yc-w25-demo-day,2025-11-18T16:00:00+00:00,,,,TRUE,0.00
20,eventbrite,eventbrite,Boston Tech Expo 2025,https://www.eventbrite.com/e/boston-tech-expo-2025-tickets-994567,2025-11-20T09:00:00+00:00,Boston,MA,USA,FALSE,50.00
20,luma,luma,Seattle Tech Demo Day: Fall Showcase,https://lu.ma/seattle-demo-day,2025-11-21T00:00:00+00:00,Seattle,WA,USA,FALSE,0.00
