title,url,date,time,location,platform,categories,query_relevance,source,scraped_at
Food & Drink\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.247212
40 Events](https://luma.com/food?k=t) [![](https://images.lumacdn.com/discovery/ai-icon.png)\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,ai_events,1,firecrawl_scraped,2025-10-23T19:41:17.247279
2K Events](https://luma.com/ai?k=t) [![](https://images.lumacdn.com/discovery/arts-icon.png)\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,ai_events,1,firecrawl_scraped,2025-10-23T19:41:17.247337
Arts & Culture\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.247366
1K Events](https://luma.com/arts?k=t) [![](https://images.lumacdn.com/discovery/climate-icon.png)\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,sustainability,1,firecrawl_scraped,2025-10-23T19:41:17.247425
1K Events](https://luma.com/wellness?k=t) [![](https://images.lumacdn.com/discovery/btc-icon.png)\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.247487
1K Events](https://luma.com/crypto?k=t),https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.247544
1K Events](https://luma.com/tech?k=t) [![](https://images.lumacdn.com/discovery/ai-icon.png)\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,"ai_events, tech_meetups",2,firecrawl_scraped,2025-10-23T19:41:17.247602
2K Events](https://luma.com/ai?k=t) [![](https://images.lumacdn.com/discovery/climate-icon.png)\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,"ai_events, sustainability",2,firecrawl_scraped,2025-10-23T19:41:17.247664
1K Events](https://luma.com/wellness?k=t),https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.247723
Food & Drink\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.247767
40 Events](https://luma.com/food?k=t) [![](https://images.lumacdn.com/discovery/arts-icon.png)\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.247825
Arts & Culture\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.247853
1K Events](https://luma.com/arts?k=t) [![](https://images.lumacdn.com/discovery/fitness-icon.png)\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.247913
941 Events](https://luma.com/fitness?k=t) [![](https://images.lumacdn.com/discovery/btc-icon.png)\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.247976
1K Events](https://luma.com/crypto?k=t),https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.248021
Featured Calendars,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.248067
DC Data & AI Events\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,ai_events,1,firecrawl_scraped,2025-10-23T19:41:17.248097
Reading Rhythms Global\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.248129
Not a book club. A reading party.\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.248209
Build Club\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.248237
South Park Commons\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.248286
Design Buddies\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.248316
Subscribe\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.248499
Cursor Community\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.248541
"Cursor community hosted meetups, hackathons, workshops taking place around the world.\\",https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,workshops,1,firecrawl_scraped,2025-10-23T19:41:17.248601
Subscribe\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.248740
The AI Collective\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,ai_events,1,firecrawl_scraped,2025-10-23T19:41:17.248769
Explore Local Events,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.248964
North AmericaSouth AmericaEuropeAsia & PacificAfrica,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.249041
Las Vegas\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.249077
Los Angeles\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.249104
Mexico City\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.249135
Philadelphia\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.249166
Salt Lake City\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.249197
San Diego\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.249224
San Francisco\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.249253
Vancouver\\,https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.249282
"Washington, DC\\",https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.249311
6 Events](https://luma.com/waterloo_ca?k=p),https://lu.ma/discover?location=New%20York%20City,,,,luma_nyc,general,0,firecrawl_scraped,2025-10-23T19:41:17.249344
Discover Events,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.944763
"Popular Events    Washington, DC",https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.944969
Matcha & Vintage \| Dimatchai Pop-Up at KALEIDOS,https://lu.ma/discover?location=San%20Francisco,"Sat, Oct 25",11:00 AM,,luma_sf,ai_events,1,firecrawl_scraped,2025-10-23T19:41:19.945266
"Sat, Oct 25, 11:00 AM",https://lu.ma/discover?location=San%20Francisco,"Sat, Oct 25",11:00 AM,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.945368
Wayback to the Future: Celebrating the Open Web,https://lu.ma/discover?location=San%20Francisco,"Mon, Oct 27",5:00 PM,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.945608
"Mon, Oct 27, 5:00 PM",https://lu.ma/discover?location=San%20Francisco,"Mon, Oct 27",5:00 PM,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.945687
Riggs Library,https://lu.ma/discover?location=San%20Francisco,"Mon, Oct 27",5:00 PM,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.945776
GTC DC: AI Pioneers Cocktail Reception,https://lu.ma/discover?location=San%20Francisco,"Mon, Oct 27",7:00 PM,,luma_sf,ai_events,1,firecrawl_scraped,2025-10-23T19:41:19.945994
"Mon, Oct 27, 7:00 PM",https://lu.ma/discover?location=San%20Francisco,"Mon, Oct 27",7:00 PM,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.946107
Agents for Impact - Hackathon at Howard University,https://lu.ma/discover?location=San%20Francisco,"Tue, Oct 28",5:30 PM,,luma_sf,workshops,1,firecrawl_scraped,2025-10-23T19:41:19.946337
"Tue, Oct 28, 5:30 PM",https://lu.ma/discover?location=San%20Francisco,"Tue, Oct 28",5:30 PM,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.946439
Defense Tech DC 008,https://lu.ma/discover?location=San%20Francisco,"Tue, Oct 28",5:30 PM,,luma_sf,tech_meetups,1,firecrawl_scraped,2025-10-23T19:41:19.946632
"Tue, Oct 28, 5:30 PM",https://lu.ma/discover?location=San%20Francisco,"Tue, Oct 28",5:30 PM,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.946713
Data Lightning Talks!,https://lu.ma/discover?location=San%20Francisco,"Tue, Oct 28",6:00 PM,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.946795
"Tue, Oct 28, 6:00 PM",https://lu.ma/discover?location=San%20Francisco,"Tue, Oct 28",6:00 PM,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.946862
2112 Pennsylvania Ave NW,https://lu.ma/discover?location=San%20Francisco,"Tue, Oct 28",6:00 PM,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.946926
Browse by Category,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.947018
1K Events](https://luma.com/tech?k=t) [![](https://images.lumacdn.com/discovery/food-icon.png)\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,tech_meetups,1,firecrawl_scraped,2025-10-23T19:41:19.947116
Food & Drink\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.947160
40 Events](https://luma.com/food?k=t) [![](https://images.lumacdn.com/discovery/ai-icon.png)\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,ai_events,1,firecrawl_scraped,2025-10-23T19:41:19.947242
2K Events](https://luma.com/ai?k=t) [![](https://images.lumacdn.com/discovery/arts-icon.png)\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,ai_events,1,firecrawl_scraped,2025-10-23T19:41:19.947313
Arts & Culture\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.947348
1K Events](https://luma.com/arts?k=t) [![](https://images.lumacdn.com/discovery/climate-icon.png)\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,sustainability,1,firecrawl_scraped,2025-10-23T19:41:19.947421
1K Events](https://luma.com/wellness?k=t) [![](https://images.lumacdn.com/discovery/btc-icon.png)\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.947497
1K Events](https://luma.com/crypto?k=t),https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.947570
1K Events](https://luma.com/tech?k=t) [![](https://images.lumacdn.com/discovery/ai-icon.png)\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,"ai_events, tech_meetups",2,firecrawl_scraped,2025-10-23T19:41:19.947641
2K Events](https://luma.com/ai?k=t) [![](https://images.lumacdn.com/discovery/climate-icon.png)\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,"ai_events, sustainability",2,firecrawl_scraped,2025-10-23T19:41:19.947714
1K Events](https://luma.com/wellness?k=t),https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.947787
Food & Drink\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.947821
40 Events](https://luma.com/food?k=t) [![](https://images.lumacdn.com/discovery/arts-icon.png)\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.947892
Arts & Culture\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.947927
1K Events](https://luma.com/arts?k=t) [![](https://images.lumacdn.com/discovery/fitness-icon.png)\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.948000
941 Events](https://luma.com/fitness?k=t) [![](https://images.lumacdn.com/discovery/btc-icon.png)\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.948074
1K Events](https://luma.com/crypto?k=t),https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.948129
Featured Calendars,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.948185
DC Data & AI Events\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,ai_events,1,firecrawl_scraped,2025-10-23T19:41:19.948222
Reading Rhythms Global\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.948262
Not a book club. A reading party.\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.948356
Build Club\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.948391
South Park Commons\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.948430
Design Buddies\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.948466
Subscribe\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.948691
Cursor Community\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.948727
"Cursor community hosted meetups, hackathons, workshops taking place around the world.\\",https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,workshops,1,firecrawl_scraped,2025-10-23T19:41:19.948796
Subscribe\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.948968
The AI Collective\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,ai_events,1,firecrawl_scraped,2025-10-23T19:41:19.949006
Explore Local Events,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.949228
North AmericaSouth AmericaEuropeAsia & PacificAfrica,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.949324
Las Vegas\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.949370
Los Angeles\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.949404
Mexico City\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.949439
Philadelphia\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.949489
Salt Lake City\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.949528
San Diego\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.949562
San Francisco\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.949598
Vancouver\\,https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.949634
"Washington, DC\\",https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.949670
6 Events](https://luma.com/waterloo_ca?k=p),https://lu.ma/discover?location=San%20Francisco,,,,luma_sf,general,0,firecrawl_scraped,2025-10-23T19:41:19.949711
Discover Events,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.608518
"Popular Events    Washington, DC",https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.608642
Matcha & Vintage \| Dimatchai Pop-Up at KALEIDOS,https://lu.ma/discover?location=Chicago,"Sat, Oct 25",11:00 AM,,luma_chicago,ai_events,1,firecrawl_scraped,2025-10-23T19:41:22.608830
"Sat, Oct 25, 11:00 AM",https://lu.ma/discover?location=Chicago,"Sat, Oct 25",11:00 AM,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.608891
Wayback to the Future: Celebrating the Open Web,https://lu.ma/discover?location=Chicago,"Mon, Oct 27",5:00 PM,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.609099
"Mon, Oct 27, 5:00 PM",https://lu.ma/discover?location=Chicago,"Mon, Oct 27",5:00 PM,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.609159
Riggs Library,https://lu.ma/discover?location=Chicago,"Mon, Oct 27",5:00 PM,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.609226
GTC DC: AI Pioneers Cocktail Reception,https://lu.ma/discover?location=Chicago,"Mon, Oct 27",7:00 PM,,luma_chicago,ai_events,1,firecrawl_scraped,2025-10-23T19:41:22.609393
"Mon, Oct 27, 7:00 PM",https://lu.ma/discover?location=Chicago,"Mon, Oct 27",7:00 PM,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.609479
Agents for Impact - Hackathon at Howard University,https://lu.ma/discover?location=Chicago,"Tue, Oct 28",5:30 PM,,luma_chicago,workshops,1,firecrawl_scraped,2025-10-23T19:41:22.609656
"Tue, Oct 28, 5:30 PM",https://lu.ma/discover?location=Chicago,"Tue, Oct 28",5:30 PM,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.609734
Defense Tech DC 008,https://lu.ma/discover?location=Chicago,"Tue, Oct 28",5:30 PM,,luma_chicago,tech_meetups,1,firecrawl_scraped,2025-10-23T19:41:22.609883
"Tue, Oct 28, 5:30 PM",https://lu.ma/discover?location=Chicago,"Tue, Oct 28",5:30 PM,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.609946
Data Lightning Talks!,https://lu.ma/discover?location=Chicago,"Tue, Oct 28",6:00 PM,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.610010
"Tue, Oct 28, 6:00 PM",https://lu.ma/discover?location=Chicago,"Tue, Oct 28",6:00 PM,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.610062
2112 Pennsylvania Ave NW,https://lu.ma/discover?location=Chicago,"Tue, Oct 28",6:00 PM,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.610112
Browse by Category,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.610183
1K Events](https://luma.com/tech?k=t) [![](https://images.lumacdn.com/discovery/food-icon.png)\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,tech_meetups,1,firecrawl_scraped,2025-10-23T19:41:22.610257
Food & Drink\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.610291
40 Events](https://luma.com/food?k=t) [![](https://images.lumacdn.com/discovery/ai-icon.png)\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,ai_events,1,firecrawl_scraped,2025-10-23T19:41:22.610362
2K Events](https://luma.com/ai?k=t) [![](https://images.lumacdn.com/discovery/arts-icon.png)\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,ai_events,1,firecrawl_scraped,2025-10-23T19:41:22.610433
Arts & Culture\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.610468
1K Events](https://luma.com/arts?k=t) [![](https://images.lumacdn.com/discovery/climate-icon.png)\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,sustainability,1,firecrawl_scraped,2025-10-23T19:41:22.610540
1K Events](https://luma.com/wellness?k=t) [![](https://images.lumacdn.com/discovery/btc-icon.png)\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.610616
1K Events](https://luma.com/crypto?k=t),https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.610687
1K Events](https://luma.com/tech?k=t) [![](https://images.lumacdn.com/discovery/ai-icon.png)\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,"ai_events, tech_meetups",2,firecrawl_scraped,2025-10-23T19:41:22.610759
2K Events](https://luma.com/ai?k=t) [![](https://images.lumacdn.com/discovery/climate-icon.png)\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,"ai_events, sustainability",2,firecrawl_scraped,2025-10-23T19:41:22.610831
1K Events](https://luma.com/wellness?k=t),https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.610904
Food & Drink\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.610938
40 Events](https://luma.com/food?k=t) [![](https://images.lumacdn.com/discovery/arts-icon.png)\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.611009
Arts & Culture\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.611043
1K Events](https://luma.com/arts?k=t) [![](https://images.lumacdn.com/discovery/fitness-icon.png)\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.611115
941 Events](https://luma.com/fitness?k=t) [![](https://images.lumacdn.com/discovery/btc-icon.png)\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.611188
1K Events](https://luma.com/crypto?k=t),https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.611243
Featured Calendars,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.611299
DC Data & AI Events\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,ai_events,1,firecrawl_scraped,2025-10-23T19:41:22.611336
Reading Rhythms Global\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.611376
Not a book club. A reading party.\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.611470
Build Club\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.611504
South Park Commons\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.611543
Design Buddies\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.611579
Subscribe\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.611798
Cursor Community\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.611833
"Cursor community hosted meetups, hackathons, workshops taking place around the world.\\",https://lu.ma/discover?location=Chicago,,,,luma_chicago,workshops,1,firecrawl_scraped,2025-10-23T19:41:22.611903
Subscribe\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.612074
The AI Collective\\,https://lu.ma/discover?location=Chicago,,,,luma_chicago,ai_events,1,firecrawl_scraped,2025-10-23T19:41:22.612114
Explore Local Events,https://lu.ma/discover?location=Chicago,,,,luma_chicago,general,0,firecrawl_scraped,2025-10-23T19:41:22.612334
